student_id,Gender,Course,Section,Assignment_Score 1 (out of 40),Assignment_Score 2(out of 40),Test_Result 1 (out of 10),Test_result 2 (out of 10),Quiz_score (out of 7),Late_submission_count (0-5),Lms_login_frequency level,attendance_rate,midterm_score,weekly_self_study_hours,Study_Habit_level,class_participation,active_days_month,extracurricular_activities,final_score
CNSTU1785,Male,Economics,A,24,27,5,3,4,2,Low,87.18462945746792,87.96936870665546,22.6,High,10,17,Yes,63.4244850053507
CNSTU1786,Female,English,A,28,21,6,6,6,0,Low,83.84003147042034,85.00706585458684,20.8,High,10,20,No,74.90790922950137
CNSTU1787,Female,Physics,B,32,39,8,8,7,1,Medium,79.63106668600085,80.51016095074124,18.2,Medium,13,24,Yes,70.47843594409417
CNSTU1788,Male,Economics,B,23,34,7,9,3,1,Medium,86.35103338020649,74.15801146249623,14.5,Medium,16,10,No,81.19174510419181
CNSTU1789,Female,Computer Science,C,38,26,7,9,7,3,Low,91.45141296091177,55.0684687978081,3.4,Low,15,15,No,91.40450446023145
CNSTU1790,Male ,Physics,B,30,25,7,3,5,4,High,94.76023572668451,80.15541862959103,18,Medium,16,28,No,59.248275303542556
CNSTU1791,Male,Economics,B,32,37,7,4,5,5+,Medium,85.54061557513343,77.49225224595733,16.5,Medium,16,7,Yes,79.15026079147417
CNSTU1792,Male,Physics,B,30,36,7,10,7,0,High,86.69601742285252,78.25894604634448,16.9,Medium,13,24,Yes,76.3986720443336
CNSTU1793,Female,Mathematics,C,23,35,8,1,6,3,High,82.58641352922152,59.679017090156286,6.1,Low,14,14,Yes,84.71340076450466
CNSTU1794,Male,English,C,40,24,7,4,4,0,Low,89.74848663700179,62.02732151510085,7.4,Low,17,5,Yes,80.1319662823769
CNSTU1795,Female,Chemistry,A,36,31,8,6,6,1,Medium,83.21257092647349,87.63783423999485,22.4,High,17,24,No,70.48030668261181
CNSTU1796,Female,History,B,38,29,8,2,7,3,Medium,94.5850225059296,74.52533815372014,14.7,Medium,13,15,Yes,74.80946064333382
CNSTU1797,Male,History,B,36,35,8,8,3,0,Low,75.7130680645271,83.1780083684715,19.8,Medium,17,16,Yes,70.03974143196511
CNSTU1798,Male,Computer Science,B,38,26,8,9,7,5+,Medium,87.1229626203803,75.33982051356553,15.2,Medium,13,18,No,88.76007138598598
CNSTU1799,Male,Chemistry,B,40,36,9,8,5,0,High,92.40885871353393,75.35707367394895,15.2,Medium,19,29,No,78.21311648671943
CNSTU1800,Female,Mathematics,A,28,34,7,4,5,1,Low,91.47067613058003,86.25940567171197,21.6,High,12,12,Yes,97.01190685753008
CNSTU1801,Male,Chemistry,C,28,35,7,5,7,3,Low,100.0,68.80746326139152,11.4,Low,12,15,No,77.39339186185379
CNSTU1802,Female,Chemistry,B,35,38,9,3,6,2,Medium,92.79840019654326,76.1534493232918,15.7,Medium,20,8,No,70.91593233089537
CNSTU1803,Female,History,C,31,34,8,6,4,0,Medium,81.96756322526392,69.45269653553949,11.8,Low,14,11,No,62.862856073871725
CNSTU1804,Male,Biology,B,34,30,7,8,6,1,Low,89.23628602328742,69.78604527081221,12,Medium,15,14,No,59.96860323744055
CNSTU1805,Female,Physics,B,33,28,8,9,7,1,High,75.79002933226839,71.28993451837633,12.8,Medium,19,23,No,62.158640569945106
CNSTU1806,Male ,Economics,B,34,28,8,9,3,3,Medium,89.35520200562591,77.66560525960455,16.6,Medium,17,29,Yes,80.67126651011483
CNSTU1807,Male,Chemistry,C,27,23,6,3,7,4,High,83.33555154399393,69.25501654003827,11.6,Low,21,8,Yes,83.08725023229934
CNSTU1808,Male,Biology,A,31,40,7,4,5,5+,High,97.3231222044813,90.06907350688225,23.8,High,15,6,Yes,62.188092979678665
CNSTU1809,Female,History,C,28,40,7,10,5,0,Low,85.60367780323573,64.26471237336595,8.7,Low,14,25,Yes,86.95038314076115
CNSTU1810,Female,Biology,B,38,36,9,1,7,3,Medium,89.06587267363803,72.75754027006369,13.7,Medium,8,22,Yes,73.1693894831656
CNSTU1811,Male,English,C,36,38,8,4,6,0,Medium,84.91553726876478,69.72322730070991,11.9,Low,13,18,Yes,79.4679301198555
CNSTU1812,Female,English,A,33,29,6,6,4,1,Low,100.0,92.3637346122448,25.1,High,12,20,Yes,94.12220628255425
CNSTU1813,Female,Physics,B,34,31,8,2,6,3,Medium,87.4300578710567,77.3586573181389,16.4,Medium,17,26,No,86.96839315865532
CNSTU1814,Male,Mathematics,A,39,35,9,8,7,0,High,100.0,87.38213447362362,22.2,High,15,15,Yes,75.31469352094167
CNSTU1815,Female,Computer Science,C,40,32,8,9,3,5+,Low,96.51321409694613,57.173275523556335,4.6,Low,20,14,Yes,69.08807774584713
CNSTU1816,Male ,Mathematics,B,34,34,8,8,7,0,Low,93.85653381868309,78.2046031904311,16.9,Medium,17,21,Yes,56.48184598670695
CNSTU1817,Male,English,A,28,34,8,4,5,1,Medium,92.94986517854016,85.67556954748125,21.2,High,23,18,No,70.8084668075758
CNSTU1818,Male,Chemistry,B,26,36,7,5,5,3,Medium,93.15037838573001,75.9874078713051,15.6,Medium,18,26,Yes,75.88869761172306
CNSTU1819,Female,Physics,A,28,33,7,3,7,2,Low,74.57861936523511,87.78576450078421,22.5,High,22,8,Yes,68.12820472848816
CNSTU1820,Male,Physics,C,32,24,6,6,6,0,High,87.76893284679394,68.79253859879553,11.4,Low,18,23,No,76.68743032907695
CNSTU1821,Female,Economics,A,31,32,8,8,4,1,Medium,96.76126376947457,91.91216928222696,24.9,High,14,6,Yes,78.76851882958768
CNSTU1822,Female,English,A,33,31,8,9,6,1,High,89.60882253220716,100.0,31.1,High,18,11,Yes,75.75144018191921
CNSTU1823,Male,Mathematics,B,31,31,8,9,7,3,High,78.7584812255714,70.64593727472409,12.5,Medium,12,13,No,71.4999741917654
CNSTU1824,Male,Economics,C,39,39,9,3,3,4,Low,89.58076439538024,69.65396974319074,11.9,Low,15,23,Yes,79.68654671966728
CNSTU1825,Male,Mathematics,A,32,34,7,4,7,5+,Medium,100.0,92.44061372541242,25.2,High,13,20,No,82.41940649569409
CNSTU1826,Female,Economics,A,37,34,9,10,5,0,Medium,99.97513372427775,93.95486574876855,26.1,High,18,26,Yes,67.09600922557154
CNSTU1827,Male,English,C,32,31,7,1,5,3,Low,89.50396792507175,68.72567967416077,11.3,Low,16,29,Yes,92.10932379746271
CNSTU1828,Female,Chemistry,B,32,37,8,4,7,0,Medium,97.6115942164647,69.95775819484972,12.1,Medium,17,20,Yes,77.01411867715738
CNSTU1829,Female,Biology,B,34,29,7,6,6,1,High,87.06794383705558,71.61858469367391,13,Medium,20,22,No,78.18849622944848
CNSTU1830,Male,Computer Science,C,32,33,7,2,4,3,Low,76.36902730538625,58.866593867588676,5.6,Low,12,27,No,85.08214423256557
CNSTU1831,Female,Economics,C,35,34,8,8,6,0,Low,82.60427209496356,63.97617664218962,8.6,Low,15,25,No,80.33216131263502
CNSTU1832,Male ,History,C,30,32,8,9,7,5+,Medium,100.0,62.95031079897518,8,Low,13,25,Yes,87.53136633913245
CNSTU1833,Male,Physics,C,26,26,6,8,3,0,Medium,87.80805534536556,65.78642921875046,9.6,Low,9,15,Yes,80.87124165201824
CNSTU1834,Male,Biology,B,27,23,5,4,7,1,Low,88.05292816499986,74.58378135135862,14.8,Medium,11,11,No,71.87562625359563
CNSTU1835,Female,English,B,33,30,8,5,5,3,High,87.60129442980096,77.81057679043825,16.6,Medium,12,13,No,81.61503525206102
CNSTU1836,Female,Mathematics,A,39,31,8,3,5,2,Medium,100.0,93.60600591376893,25.9,High,18,8,Yes,66.56273792679337
CNSTU1837,Male,Chemistry,C,23,26,5,6,7,0,High,100.0,63.01975151113451,8,Low,12,29,Yes,79.08559705776523
CNSTU1838,Female,Economics,A,31,37,9,8,6,1,High,100.0,86.811868781719,21.9,High,16,17,Yes,77.6677000935554
CNSTU1839,Female,Computer Science,B,32,29,6,9,4,1,Low,88.72763831679958,72.43213386929389,13.5,Medium,15,29,Yes,75.9188314272746
CNSTU1840,Male,English,B,40,37,8,9,6,3,Medium,92.36499590997676,74.4064354841708,14.7,Medium,16,8,No,76.71462488561069
CNSTU1841,Female,Physics,B,29,29,7,3,7,4,Medium,77.86685960463367,83.09783390599924,19.7,Medium,15,23,Yes,59.18150954502361
CNSTU1842,Male ,History,C,33,32,8,4,3,5+,Low,100.0,61.527335741252415,7.1,Low,19,6,Yes,72.51275092259039
CNSTU1843,Male,Economics,B,32,40,8,10,7,0,Medium,80.65776358985651,79.58891695420861,17.7,Medium,10,13,Yes,78.92844901141115
CNSTU1844,Male,Chemistry,B,34,33,9,1,5,3,High,91.73420451010104,76.99742649855668,16.2,Medium,13,16,Yes,79.598563919974
CNSTU1845,Female,Mathematics,B,35,31,8,4,5,0,Low,81.22157977893724,80.9094151680978,18.4,Medium,15,6,Yes,67.72324859074041
CNSTU1846,Male,History,B,40,29,8,6,7,1,Low,85.28906538609043,78.47002372689381,17,Medium,22,10,Yes,90.65707840864701
CNSTU1847,Female,Computer Science,A,34,33,8,2,6,3,Medium,83.3019005516024,100.0,32.2,High,12,9,Yes,69.33825151785499
CNSTU1848,Female,English,C,30,40,8,8,4,0,Medium,85.13699791459345,67.3471201889842,10.5,Low,14,9,No,87.69457200526736
CNSTU1849,Male,Economics,C,28,29,7,9,6,5+,Low,85.68701837480818,68.62803653997818,11.3,Low,14,24,No,82.27194361871685
CNSTU1850,Male,Physics,C,32,32,8,8,7,0,High,85.61384964059938,67.52231368290283,10.6,Low,12,26,No,71.53772690156197
CNSTU1851,Male,English,C,33,27,7,4,3,1,Medium,96.66667129424246,68.33427457007694,11.1,Low,10,9,Yes,95.75310892609512
CNSTU1852,Female,Economics,C,22,22,5,5,7,3,High,81.16109765549984,67.35135447232179,10.5,Low,16,8,No,66.0636316824352
CNSTU1853,Male,Economics,A,34,40,9,3,5,2,High,91.76433141611093,89.26819837329062,23.3,High,23,13,Yes,87.19154173610002
CNSTU1854,Female,Chemistry,A,36,28,8,6,5,0,Low,99.74367321844447,92.04605097587826,24.9,High,10,26,Yes,88.00582318042979
CNSTU1855,Female,Mathematics,C,26,28,7,8,7,1,Medium,85.89442908389283,68.15104447500629,11,Low,20,14,Yes,71.29379790923355
CNSTU1856,Male,Computer Science,C,31,37,7,9,6,1,Medium,84.25664887401919,65.01173312274926,9.2,Low,23,20,Yes,91.92465300064329
CNSTU1857,Female,Computer Science,B,40,37,9,9,4,3,Low,88.15580299855799,80.65698667663685,18.3,Medium,13,14,No,75.49953485401048
CNSTU1858,Male ,Economics,C,34,34,7,3,6,4,Medium,99.43780166688568,68.37332346862834,11.1,Low,16,14,Yes,80.88693629279857
CNSTU1859,Male,Physics,B,27,34,8,4,7,5+,High,91.55286104762686,82.59518181306613,19.4,Medium,17,23,Yes,80.6032183877122
CNSTU1860,Male,Mathematics,B,38,34,7,10,3,0,Low,85.75028564313921,77.4350762502156,16.4,Medium,10,14,No,76.65691258529452
CNSTU1861,Female,Mathematics,C,22,27,5,1,7,3,Low,93.87101320950431,56.81107062003322,4.4,Low,12,10,No,86.10808273159782
CNSTU1862,Female,Physics,A,28,34,7,4,5,0,Medium,81.18166280130862,93.57006241596073,25.8,High,13,21,No,85.93488720552213
CNSTU1863,Male,History,A,37,39,9,6,5,1,Medium,95.45087608354359,96.55053207714626,27.6,High,6,9,Yes,60.51468026761819
CNSTU1864,Female,Physics,C,26,26,5,2,7,3,Low,93.26885846161414,67.64653571418737,10.7,Low,18,10,No,91.04340242878152
CNSTU1865,Female,Physics,B,29,35,8,8,6,0,High,87.53753223088893,70.3475812807682,12.3,Medium,12,28,Yes,61.37508011964326
CNSTU1866,Male,English,B,27,32,7,9,4,5+,Medium,83.29131361242216,78.43038468869887,17,Medium,17,19,Yes,88.32546204341658
CNSTU1867,Female,Mathematics,B,36,32,6,8,6,0,High,82.90655262173235,79.0134814798443,17.3,Medium,19,29,No,89.26705136827583
CNSTU1868,Male ,Physics,B,29,26,6,4,7,1,High,94.27853869076728,82.90253127207396,19.6,Medium,11,23,No,67.09033569784802
CNSTU1869,Male,Computer Science,A,32,31,7,5,3,3,Low,99.8318440199125,99.1224544651962,29.1,High,15,22,No,73.89185712045415
CNSTU1870,Male,Economics,B,37,27,8,3,7,2,Medium,84.90153802376965,72.87663327007141,13.8,Medium,17,8,Yes,66.94295331514064
CNSTU1871,Female,Chemistry,C,31,29,8,6,5,0,Medium,93.66709362841188,65.42043306553856,9.4,Low,14,12,Yes,75.85078969711265
CNSTU1872,Male,Mathematics,C,30,33,7,8,5,1,Low,73.30378385118345,58.448169263825676,5.3,Low,13,20,Yes,74.91965715814258
CNSTU1873,Female,Mathematics,C,28,33,8,9,7,1,Medium,85.3230581547424,66.22883952069697,9.9,Low,18,28,Yes,85.7966053226934
CNSTU1874,Female,Economics,B,33,38,7,9,6,3,High,89.75152853703278,74.60247632551443,14.8,Medium,16,23,Yes,91.10308746119608
CNSTU1875,Male,History,A,31,32,8,3,4,4,Low,82.72253266414533,96.53469436221346,27.6,High,10,24,Yes,91.95683810789956
CNSTU1876,Male,History,C,25,37,9,4,6,5+,Low,82.50794900168323,68.78866441156595,11.4,Low,11,7,No,72.37831973421697
CNSTU1877,Male,Chemistry,B,37,29,7,10,7,0,Medium,84.65776354824891,77.68545541966678,16.6,Medium,15,14,Yes,75.90778126255472
CNSTU1878,Female,Biology,B,36,35,8,1,3,3,Medium,92.33754182661099,74.80292524712698,14.9,Medium,23,6,No,61.1656180777905
CNSTU1879,Male,Physics,A,36,36,8,4,7,0,Low,88.501367852749,89.260719281377,23.3,High,18,8,No,69.94129933503811
CNSTU1880,Female,Computer Science,A,35,38,8,6,5,1,High,72.09415013340022,100.0,32.7,High,9,10,No,87.64851633097457
CNSTU1881,Female,Mathematics,C,36,38,8,2,5,3,Medium,73.03439877891947,68.62957472495616,11.3,Low,10,15,No,94.15582823548232
CNSTU1882,Male,Chemistry,C,27,23,7,8,7,0,High,85.1450785771426,69.12672668978134,11.6,Low,13,18,No,65.65651128120078
CNSTU1883,Female,Biology,A,40,38,8,9,6,5+,High,93.66149268842841,87.52993052482887,22.3,High,10,20,Yes,72.07535740847106
CNSTU1884,Male ,Physics,B,40,33,9,8,4,0,Low,68.01996125819812,83.18269787551574,19.8,Medium,19,25,Yes,77.73594243041073
CNSTU1885,Male,Mathematics,A,28,20,5,4,6,1,Medium,86.00215859078696,97.16048790883241,27.9,High,19,23,Yes,80.80161158819607
CNSTU1886,Male,Economics,B,30,29,7,5,7,3,Medium,85.79001714786062,82.00713822391157,19.1,Medium,13,6,Yes,69.90396480078354
CNSTU1887,Female,English,B,26,29,6,3,3,2,Low,100.0,70.68849491055529,12.5,Medium,12,29,No,82.2406104446409
CNSTU1888,Female,Mathematics,B,40,33,8,6,7,0,Medium,86.91982550629709,82.08785796830772,19.1,Medium,15,21,No,73.26160652929084
CNSTU1889,Male,Chemistry,A,29,33,8,8,5,1,High,93.06391187792742,88.3044429669949,22.8,High,8,13,No,77.85547729121721
CNSTU1890,Female,Chemistry,A,36,39,9,9,5,1,Low,91.1300571206997,84.84578617436837,20.7,High,11,21,Yes,83.462842480037
CNSTU1891,Female,Chemistry,B,31,30,8,9,7,3,Low,72.9554681615424,81.08728837328758,18.6,Medium,11,19,Yes,78.06422269810938
CNSTU1892,Male,Mathematics,A,38,34,8,3,6,4,Medium,96.1456577330539,87.80009627506985,22.5,High,23,11,Yes,73.63614109473431
CNSTU1893,Female,History,A,31,29,6,4,4,5+,Medium,91.72317204365031,89.03154708534808,23.2,High,13,26,Yes,76.90390196074169
CNSTU1894,Male ,Chemistry,A,37,33,9,10,6,0,Low,94.06614911739672,91.58590789245032,24.7,High,6,27,No,77.11637040794665
CNSTU1895,Male,Economics,B,25,31,7,1,7,3,High,100.0,82.78451865107571,19.5,Medium,17,23,No,74.29988970117873
CNSTU1896,Male,Computer Science,B,30,32,7,4,3,0,Medium,73.32709648401129,72.99458303619775,13.8,Medium,23,7,Yes,75.41203937332898
CNSTU1897,Female,Biology,B,39,38,8,6,7,1,High,100.0,76.76056423719987,16,Medium,17,5,Yes,93.98647170504717
CNSTU1898,Male,History,A,33,38,8,2,5,3,High,87.70041984479715,89.47810759810028,23.4,High,15,8,No,83.6091944794124
CNSTU1899,Female,Computer Science,C,33,30,7,8,5,0,Low,92.29863123522408,65.19677194815317,9.3,Low,14,22,No,75.0451968197084
CNSTU1900,Female,Physics,B,28,32,8,9,7,5+,Medium,89.63590203759006,79.42407970647481,17.6,Medium,13,12,No,84.96954404510736
CNSTU1901,Male,History,B,36,30,8,8,6,0,Medium,86.60610933281565,70.27993425207167,12.2,Medium,15,23,No,74.6618051024399
CNSTU1902,Male,Mathematics,B,27,33,7,4,4,1,Low,85.44133657408993,75.34493787521781,15.2,Medium,11,27,Yes,89.73124637586642
CNSTU1903,Male,Chemistry,A,28,38,8,5,6,3,Medium,92.63606988458407,90.34142235128758,23.9,High,17,27,No,81.69642192198094
CNSTU1904,Female,History,B,30,35,7,3,7,2,High,77.86261042662656,77.29318881623884,16.3,Medium,15,29,No,76.92697855995772
CNSTU1905,Male,Economics,B,21,29,6,6,3,0,Low,96.00463334017412,75.55723857787379,15.3,Medium,15,10,No,82.47716925810278
CNSTU1906,Female,Economics,C,29,35,7,8,7,1,Low,86.67044476091797,58.68172630824097,5.5,Low,15,5,No,62.291238479315005
CNSTU1907,Female,English,A,37,31,7,9,5,1,Medium,80.95944528767714,83.95504279232665,20.2,High,17,12,Yes,66.73232531090194
CNSTU1908,Male,Physics,B,32,35,9,9,5,3,Medium,86.39989713603349,82.7458101736929,19.5,Medium,9,5,Yes,66.06074993600944
CNSTU1909,Female,English,A,29,37,8,3,7,4,Low,100.0,100.0,30.1,High,10,23,Yes,79.42943094763707
CNSTU1910,Male ,Economics,B,31,29,7,4,6,5+,High,85.71731930387021,71.30666118056399,12.8,Medium,15,15,Yes,95.32514999485092
CNSTU1911,Male,Biology,B,28,32,8,10,4,0,Medium,92.86762894567696,77.62980393196727,16.5,Medium,16,25,Yes,100.0
CNSTU1912,Male,History,B,34,33,8,1,6,3,High,84.15234979427622,77.99260420452906,16.7,Medium,14,28,Yes,84.38051101440757
CNSTU1913,Female,Economics,A,29,35,8,4,7,0,High,96.06337479938895,93.9294393571617,26,High,17,29,No,83.00844474944456
CNSTU1914,Female,Physics,B,25,26,6,6,3,1,Low,95.48406191032163,73.85645361135657,14.3,Medium,12,19,No,59.989422658472606
CNSTU1915,Male,Mathematics,B,34,35,9,2,7,3,Medium,100.0,78.34825830924407,17,Medium,17,27,No,72.57326200265979
CNSTU1916,Female,History,B,39,34,8,8,5,0,Medium,88.59548843600628,82.29475811659847,19.3,Medium,19,29,No,70.12216248091761
CNSTU1917,Female,Mathematics,B,37,36,10,9,5,5+,Low,95.34923843806325,77.2393094778763,16.3,Medium,12,15,Yes,71.79152401748884
CNSTU1918,Male,Chemistry,C,37,29,8,8,7,0,Medium,90.78454031631156,69.64279662539366,11.9,Low,17,23,No,76.3185618141521
CNSTU1919,Female,Chemistry,B,34,32,8,4,6,1,High,100.0,77.3290799147797,16.4,Medium,8,25,Yes,73.27909422302872
CNSTU1920,Male ,Physics,A,34,31,7,5,4,3,Low,84.24934089913016,87.88358099831726,22.5,High,16,14,No,58.20700189624212
CNSTU1921,Male,Physics,C,31,31,7,3,6,2,Low,95.96004250301824,62.681816407067274,7.8,Low,13,28,No,85.47910256117534
CNSTU1922,Male,History,B,25,34,6,6,7,0,Medium,88.44242163106655,76.59563608976251,15.9,Medium,11,16,No,67.27256974260193
CNSTU1923,Female,Chemistry,C,32,40,9,8,3,1,Medium,89.48649458313201,66.59855022072992,10.1,Low,14,5,Yes,80.39246864111149
CNSTU1924,Male,Mathematics,A,19,30,7,9,7,1,Low,90.73401987558698,89.34055954709811,23.4,High,12,28,No,98.74082669749973
CNSTU1925,Female,Chemistry,C,34,29,8,9,5,3,High,92.01792317141341,56.721757142594704,4.3,Low,15,11,Yes,68.80615408413577
CNSTU1926,Female,Computer Science,C,33,36,8,3,5,4,Medium,89.07016765502433,68.29293783274093,11.1,Low,13,21,Yes,52.697124772536704
CNSTU1927,Male,Computer Science,B,39,39,9,4,7,5+,High,91.7177054653642,79.52654250077426,17.6,Medium,11,14,No,75.13995778119889
CNSTU1928,Male,Economics,A,36,38,9,10,6,0,High,100.0,93.78628835081209,26,High,14,10,Yes,89.00959634998571
CNSTU1929,Male,Chemistry,B,23,31,7,1,4,3,Low,97.88359748492175,74.21099686712415,14.5,Medium,15,21,Yes,97.58347454220593
CNSTU1930,Female,Economics,C,30,32,7,4,6,0,Medium,96.95323673997517,68.33760567968162,11.1,Low,9,22,No,65.70450405547584
CNSTU1931,Male,Economics,A,32,21,6,6,7,1,Medium,86.35568379180903,97.57388483328708,28.2,High,17,9,No,82.96699223236521
CNSTU1932,Female,English,C,35,33,8,2,3,3,Low,82.8860733741734,57.623833195005076,4.9,Low,12,22,No,73.34689543219946
CNSTU1933,Female,Chemistry,C,36,30,8,8,7,0,Medium,97.64240446590202,48.61432852055901,0,Low,11,21,No,76.94051645695865
CNSTU1934,Male,Biology,B,40,36,8,9,5,5+,High,97.00837434023835,80.28017340064,18.1,Medium,11,26,No,100.0
CNSTU1935,Female,Economics,C,36,30,7,8,5,0,Low,100.0,68.97534930776867,11.5,Low,12,20,No,62.970296716048466
CNSTU1936,Male ,Mathematics,C,31,30,8,4,7,1,Low,85.16815499224616,62.74520619443144,7.9,Low,17,12,Yes,80.53739661494573
CNSTU1937,Male,Computer Science,B,26,27,6,5,6,3,Medium,88.16361075711723,83.50027736759225,20,Medium,10,28,No,82.67693171765433
CNSTU1938,Male,History,B,35,40,8,3,4,2,Medium,76.88412669979652,77.92560856525438,16.7,Medium,13,17,No,88.85786324939347
CNSTU1939,Female,Biology,C,32,32,7,6,6,0,Low,86.86023115151302,68.23105643115926,11.1,Low,16,28,Yes,78.97983153470895
CNSTU1940,Female,Economics,C,35,31,8,8,7,1,High,97.97256408463558,59.63634721594927,6,Low,17,20,No,81.08050539504103
CNSTU1941,Male,History,A,26,24,7,9,3,1,Medium,86.26803696617442,85.46948793936174,21.1,High,15,15,Yes,74.08351432578209
CNSTU1942,Female,Biology,B,31,28,7,9,7,3,High,95.12383836160659,82.80241413550394,19.6,Medium,12,10,No,80.69126941245108
CNSTU1943,Female,English,B,31,33,8,3,5,4,High,88.47597515201751,73.8098896346474,14.3,Medium,16,7,No,74.56807724502589
CNSTU1944,Male,English,A,30,34,7,4,5,5+,Low,92.59245622577248,97.159643952572,27.9,High,11,5,Yes,84.21571889856051
CNSTU1945,Female,Chemistry,C,32,27,7,10,7,0,Medium,80.81846888147466,62.158982804086165,7.5,Low,15,22,No,74.30389663956366
CNSTU1946,Female,Mathematics,C,33,30,8,1,6,3,Medium,90.6816755970712,56.693697948903136,4.3,Low,21,9,Yes,81.77100393902187
CNSTU1947,Male,Chemistry,C,31,33,9,4,4,0,Low,66.07091223279421,66.69710316142506,10.2,Low,13,17,No,77.70737186315021
CNSTU1948,Male,Physics,B,35,35,9,6,6,1,Medium,88.50483073470411,74.45296780373403,14.7,Medium,19,14,No,89.26050250772168
CNSTU1949,Male,Biology,B,29,33,8,2,7,3,High,76.95621405027887,77.92007339187231,16.7,Medium,16,9,Yes,77.48606276411513
CNSTU1950,Female,Computer Science,B,31,40,8,8,3,0,Low,99.64795613237453,72.10516730572404,13.3,Medium,19,18,No,60.26967531793119
CNSTU1951,Male,Computer Science,B,26,35,6,9,7,5+,Low,96.21925882211609,79.22466475817156,17.5,Medium,20,21,No,90.61921500713991
CNSTU1952,Female,Physics,C,38,33,8,8,5,0,Medium,93.73336785572864,59.981526909714674,6.2,Low,14,5,Yes,68.94267699137382
CNSTU1953,Female,Biology,A,35,33,8,4,5,1,Medium,100.0,92.3251752488791,25.1,High,17,29,No,71.46233661351181
CNSTU1954,Male,Chemistry,B,35,31,7,5,7,3,Low,82.4086678334013,74.01418585928917,14.4,Medium,20,6,Yes,72.04338705956508
CNSTU1955,Female,English,A,23,35,7,3,6,2,High,100.0,88.40754997905753,22.8,High,13,11,No,91.74438093170818
CNSTU1956,Male ,Economics,B,34,34,8,6,4,0,Medium,97.45753251408308,79.11270415653244,17.4,Medium,14,14,Yes,56.64325786021304
CNSTU1957,Male,Physics,B,34,26,8,8,6,1,High,88.10755770224843,80.4810386298454,18.2,Medium,14,24,No,100.0
CNSTU1958,Male,Computer Science,B,34,32,6,9,7,1,High,99.08496117746355,81.83720736278644,19,Medium,16,11,Yes,88.56056809066052
CNSTU1959,Female,Chemistry,B,40,21,7,9,3,3,Low,81.14965190070693,80.37250272020778,18.1,Medium,9,28,Yes,80.23238914129159
CNSTU1960,Female,Chemistry,B,18,30,6,3,7,4,Medium,83.40388670777861,82.71267311841052,19.5,Medium,13,20,No,77.45105999383713
CNSTU1961,Male,Chemistry,A,40,35,7,4,5,5+,Medium,85.1312822140824,90.94983036158918,24.3,High,20,9,No,80.85554074857657
CNSTU1962,Female,Economics,B,36,21,7,10,5,0,Low,85.76817833548787,77.35825403641765,16.4,Medium,11,16,Yes,83.21122428379338
CNSTU1963,Female,History,B,29,40,8,1,7,3,Medium,81.54753885791797,83.50804509106214,20,Medium,15,21,No,84.45215585950056
CNSTU1964,Male,Computer Science,B,38,40,8,4,6,0,High,99.7846645367626,73.92317166855328,14.4,Medium,10,20,Yes,83.55604466003449
CNSTU1965,Female,English,A,35,34,8,6,4,1,Low,87.92916479704135,92.28140658539368,25.1,High,14,24,No,78.8958068125525
CNSTU1966,Male ,History,C,35,36,7,2,6,3,Low,92.82003974685503,66.88329237528876,10.3,Low,16,20,No,76.02661579692673
CNSTU1967,Male,English,A,26,30,6,8,7,0,Medium,85.43718906869056,96.61128519492979,27.6,High,12,23,Yes,76.48726716346488
CNSTU1968,Male,Mathematics,B,28,32,6,9,3,5+,Medium,75.43517359561186,74.51810459226787,14.7,Medium,19,19,Yes,76.0509171964732
CNSTU1969,Female,Computer Science,C,30,35,7,8,7,0,Low,92.16045886713138,57.830698774583425,5,Low,13,16,No,89.33770096867065
CNSTU1970,Male,History,B,25,28,6,4,5,1,High,74.70196019664178,76.53725297892947,15.9,Medium,16,25,No,83.93556722280861
CNSTU1971,Female,English,C,36,26,7,5,5,3,Medium,89.45092763131625,66.82738011030143,10.2,Low,13,14,No,48.59611365335719
CNSTU1972,Female,English,A,30,36,8,3,7,2,High,79.05347968933752,85.08772258786469,20.9,High,16,26,No,84.55900776529761
CNSTU1973,Male,Economics,C,32,26,6,6,6,0,High,100.0,67.16851224837131,10.4,Low,17,6,No,79.94736194718774
CNSTU1974,Male,Chemistry,C,39,29,8,8,4,1,Low,97.29090177739778,69.64579880142264,11.9,Low,8,11,Yes,77.81291243554102
CNSTU1975,Male,Biology,C,32,38,10,9,6,1,Medium,90.84603033017184,52.325511228653625,1.8,Low,11,17,No,74.11481546911114
CNSTU1976,Female,Computer Science,C,29,31,8,9,7,3,Medium,100.0,69.57232416901108,11.8,Low,19,7,No,89.24112719986013
CNSTU1977,Male,Chemistry,C,34,25,6,3,3,4,Low,83.22947218027412,45.91344808045252,0,Low,19,19,Yes,87.47526462122858
CNSTU1978,Female,Economics,C,36,35,9,4,7,5+,Medium,94.34783502936074,55.99316611817132,3.9,Low,14,5,Yes,70.27122332176391
CNSTU1979,Female,Physics,A,35,40,8,10,5,0,High,91.59848346974971,84.12497587373157,20.3,High,11,7,Yes,82.07052287124534
CNSTU1980,Male,English,A,33,30,7,1,5,3,Low,92.11216065066937,84.42960190380998,20.5,High,11,29,No,68.28343265458714
CNSTU1981,Female,Biology,B,31,36,8,4,7,0,Low,100.0,80.10549074141957,18,Medium,18,14,Yes,64.20381835211069
